id,spieltag,saison,heim,gast,tore_heim,tore_gast
429,24,1964/65,1.FC Kaiserslautern,Hamburger SV,2,1
430,24,1964/65,Karlsruher SC,1. FC Köln,2,4
431,24,1964/65,TSV 1860 München,Borussia Neunkirchen,4,2
432,24,1964/65,FC Schalke 04,Hannover 96,2,2
433,25,1964/65,Hertha BSC,SV Werder Bremen,0,0
434,25,1964/65,Borussia Dortmund,Karlsruher SC,5,1
435,25,1964/65,Hamburger SV,Eintracht Braunschweig,0,1
436,25,1964/65,Hannover 96,Meidericher SV,2,0
437,25,1964/65,1. FC Köln,1.FC Kaiserslautern,3,0
438,25,1964/65,Borussia Neunkirchen,FC Schalke 04,3,2
439,25,1964/65,1. FC Nürnberg,Eintracht Frankfurt,0,0
440,25,1964/65,VfB Stuttgart,TSV 1860 München,3,0
441,26,1964/65,Eintracht Braunschweig,VfB Stuttgart,2,1
442,26,1964/65,Meidericher SV,Borussia Dortmund,3,2
443,26,1964/65,Eintracht Frankfurt,Hannover 96,3,3
444,26,1964/65,Hamburger SV,1. FC Nürnberg,2,1
445,26,1964/65,1.FC Kaiserslautern,Hertha BSC,1,2
446,26,1964/65,Karlsruher SC,Borussia Neunkirchen,2,1
447,26,1964/65,TSV 1860 München,1. FC Köln,2,3
448,26,1964/65,FC Schalke 04,SV Werder Bremen,1,0
449,27,1964/65,Hertha BSC,Eintracht Braunschweig,0,3
450,27,1964/65,SV Werder Bremen,TSV 1860 München,3,2
451,27,1964/65,Borussia Dortmund,Hamburger SV,2,0
452,27,1964/65,Hannover 96,Karlsruher SC,4,2
453,27,1964/65,1. FC Köln,FC Schalke 04,2,1
454,27,1964/65,Borussia Neunkirchen,Eintracht Frankfurt,4,0
455,27,1964/65,1. FC Nürnberg,Meidericher SV,1,1
456,27,1964/65,VfB Stuttgart,1.FC Kaiserslautern,1,0
457,28,1964/65,Borussia Dortmund,1. FC Nürnberg,2,1
458,28,1964/65,Meidericher SV,SV Werder Bremen,2,2
459,28,1964/65,Eintracht Frankfurt,VfB Stuttgart,2,3
460,28,1964/65,Hamburger SV,1. FC Köln,0,0
461,28,1964/65,Hannover 96,Borussia Neunkirchen,1,1
462,28,1964/65,1.FC Kaiserslautern,Eintracht Braunschweig,2,1
463,28,1964/65,Karlsruher SC,Hertha BSC,0,1
464,28,1964/65,TSV 1860 München,FC Schalke 04,3,1
465,29,1964/65,Hertha BSC,Borussia Neunkirchen,1,1
466,29,1964/65,Eintracht Braunschweig,Eintracht Frankfurt,3,2
467,29,1964/65,SV Werder Bremen,Borussia Dortmund,3,0
468,29,1964/65,1.FC Kaiserslautern,Karlsruher SC,0,1
469,29,1964/65,1. FC Köln,1. FC Nürnberg,0,0
470,29,1964/65,TSV 1860 München,Hamburger SV,4,1
471,29,1964/65,FC Schalke 04,Meidericher SV,1,2
472,29,1964/65,VfB Stuttgart,Hannover 96,0,3
473,30,1964/65,Meidericher SV,TSV 1860 München,3,0
474,30,1964/65,Borussia Dortmund,1. FC Köln,2,2
475,30,1964/65,Eintracht Frankfurt,1.FC Kaiserslautern,1,2
476,30,1964/65,Hamburger SV,FC Schalke 04,2,4
477,30,1964/65,Hannover 96,Hertha BSC,3,1
478,30,1964/65,Karlsruher SC,Eintracht Braunschweig,3,0
479,30,1964/65,Borussia Neunkirchen,VfB Stuttgart,3,1
480,30,1964/65,1. FC Nürnberg,SV Werder Bremen,2,3
481,1,1965/66,Tasmania Berlin,Karlsruher SC,2,0
482,1,1965/66,Eintracht Braunschweig,Borussia Dortmund,4,0
483,1,1965/66,SV Werder Bremen,1. FC Nürnberg,1,0
484,1,1965/66,Meidericher SV,1.FC Kaiserslautern,2,2
485,1,1965/66,Eintracht Frankfurt,Hamburger SV,2,0
486,1,1965/66,1. FC Köln,Hannover 96,0,1
487,1,1965/66,TSV 1860 München,FC Bayern München,1,0
488,1,1965/66,Borussia Neunkirchen,Borussia Mönchengladbach,1,1
489,1,1965/66,VfB Stuttgart,FC Schalke 04,1,0
490,2,1965/66,Borussia Dortmund,Borussia Neunkirchen,1,0
491,2,1965/66,Hamburger SV,Eintracht Braunschweig,2,1
492,2,1965/66,Hannover 96,SV Werder Bremen,2,1
493,2,1965/66,1.FC Kaiserslautern,1. FC Köln,3,2
494,2,1965/66,Borussia Mönchengladbach,Tasmania Berlin,5,0
495,2,1965/66,FC Bayern München,Eintracht Frankfurt,2,0
496,2,1965/66,1. FC Nürnberg,TSV 1860 München,1,4
497,2,1965/66,FC Schalke 04,Karlsruher SC,0,0
498,2,1965/66,VfB Stuttgart,Meidericher SV,2,0
499,3,1965/66,Meidericher SV,FC Schalke 04,5,1
500,3,1965/66,Tasmania Berlin,Borussia Dortmund,0,2
501,3,1965/66,Eintracht Braunschweig,FC Bayern München,2,4
502,3,1965/66,SV Werder Bremen,1.FC Kaiserslautern,4,1
503,3,1965/66,Eintracht Frankfurt,1. FC Nürnberg,1,2
504,3,1965/66,Karlsruher SC,Borussia Mönchengladbach,3,3
505,3,1965/66,1. FC Köln,VfB Stuttgart,3,1
506,3,1965/66,TSV 1860 München,Hannover 96,5,0
507,3,1965/66,Borussia Neunkirchen,Hamburger SV,1,1
508,4,1965/66,Borussia Dortmund,Karlsruher SC,4,1
509,4,1965/66,Meidericher SV,1. FC Köln,2,3
510,4,1965/66,Hamburger SV,Tasmania Berlin,5,1
511,4,1965/66,Hannover 96,Eintracht Frankfurt,4,1
512,4,1965/66,1.FC Kaiserslautern,TSV 1860 München,3,0
513,4,1965/66,FC Bayern München,Borussia Neunkirchen,6,0
514,4,1965/66,1. FC Nürnberg,Eintracht Braunschweig,1,1
515,4,1965/66,FC Schalke 04,Borussia Mönchengladbach,0,0
516,4,1965/66,VfB Stuttgart,SV Werder Bremen,0,2
517,5,1965/66,Tasmania Berlin,FC Bayern München,0,2
518,5,1965/66,Eintracht Braunschweig,Hannover 96,2,1
519,5,1965/66,SV Werder Bremen,Meidericher SV,2,0
520,5,1965/66,Eintracht Frankfurt,1.FC Kaiserslautern,6,0
521,5,1965/66,Karlsruher SC,Hamburger SV,1,4
522,5,1965/66,1. FC Köln,FC Schalke 04,2,1
523,5,1965/66,Borussia Mönchengladbach,Borussia Dortmund,4,5
524,5,1965/66,TSV 1860 München,VfB Stuttgart,0,0
525,5,1965/66,Borussia Neunkirchen,1. FC Nürnberg,2,1
526,6,1965/66,Meidericher SV,TSV 1860 München,2,3
527,6,1965/66,Hamburger SV,Borussia Mönchengladbach,5,0
528,6,1965/66,Hannover 96,Borussia Neunkirchen,6,0
529,6,1965/66,1.FC Kaiserslautern,Eintracht Braunschweig,1,1
530,6,1965/66,1. FC Köln,SV Werder Bremen,2,0
531,6,1965/66,FC Bayern München,Karlsruher SC,5,1
532,6,1965/66,1. FC Nürnberg,Tasmania Berlin,7,2
533,6,1965/66,FC Schalke 04,Borussia Dortmund,2,3
534,6,1965/66,VfB Stuttgart,Eintracht Frankfurt,0,0
535,7,1965/66,Tasmania Berlin,Hannover 96,1,5
536,7,1965/66,Eintracht Braunschweig,VfB Stuttgart,1,1
537,7,1965/66,SV Werder Bremen,FC Schalke 04,2,0
538,7,1965/66,Borussia Dortmund,Hamburger SV,2,2
539,7,1965/66,Eintracht Frankfurt,Meidericher SV,2,0
540,7,1965/66,Karlsruher SC,1. FC Nürnberg,1,2
541,7,1965/66,Borussia Mönchengladbach,FC Bayern München,1,2
542,7,1965/66,TSV 1860 München,1. FC Köln,2,1
543,7,1965/66,Borussia Neunkirchen,1.FC Kaiserslautern,1,4
544,8,1965/66,SV Werder Bremen,TSV 1860 München,0,2
545,8,1965/66,Meidericher SV,Eintracht Braunschweig,4,1
546,8,1965/66,Hannover 96,Karlsruher SC,5,2
547,8,1965/66,1.FC Kaiserslautern,Tasmania Berlin,0,0
548,8,1965/66,1. FC Köln,Eintracht Frankfurt,1,0
549,8,1965/66,FC Bayern München,Borussia Dortmund,0,2
550,8,1965/66,1. FC Nürnberg,Borussia Mönchengladbach,2,2
551,8,1965/66,FC Schalke 04,Hamburger SV,2,1
552,8,1965/66,VfB Stuttgart,Borussia Neunkirchen,2,0
553,9,1965/66,Tasmania Berlin,VfB Stuttgart,0,2
554,9,1965/66,Borussia Mönchengladbach,Hannover 96,2,0
555,9,1965/66,Borussia Neunkirchen,Meidericher SV,0,1
556,9,1965/66,Eintracht Braunschweig,1. FC Köln,1,2
557,9,1965/66,Borussia Dortmund,1. FC Nürnberg,2,0
558,9,1965/66,Karlsruher SC,1.FC Kaiserslautern,1,0
559,9,1965/66,Eintracht Frankfurt,SV Werder Bremen,1,0
560,9,1965/66,Hamburger SV,FC Bayern München,0,4
561,9,1965/66,TSV 1860 München,FC Schalke 04,3,0
562,10,1965/66,SV Werder Bremen,Eintracht Braunschweig,4,0
563,10,1965/66,Meidericher SV,Tasmania Berlin,3,0
564,10,1965/66,Hannover 96,Borussia Dortmund,1,1
565,10,1965/66,1.FC Kaiserslautern,Borussia Mönchengladbach,1,2
566,10,1965/66,1. FC Köln,Borussia Neunkirchen,4,2
567,10,1965/66,TSV 1860 München,Eintracht Frankfurt,4,2
568,10,1965/66,1. FC Nürnberg,Hamburger SV,5,0
569,10,1965/66,FC Schalke 04,FC Bayern München,1,1
570,10,1965/66,VfB Stuttgart,Karlsruher SC,1,0
571,11,1965/66,Tasmania Berlin,1. FC Köln,0,6
572,11,1965/66,Eintracht Braunschweig,TSV 1860 München,2,2
573,11,1965/66,Borussia Dortmund,1.FC Kaiserslautern,4,0
574,11,1965/66,Eintracht Frankfurt,FC Schalke 04,4,1
575,11,1965/66,Hamburger SV,Hannover 96,2,1
576,11,1965/66,Karlsruher SC,Meidericher SV,0,4
577,11,1965/66,Borussia Mönchengladbach,VfB Stuttgart,1,0
578,11,1965/66,FC Bayern München,1. FC Nürnberg,0,0
579,11,1965/66,Borussia Neunkirchen,SV Werder Bremen,1,2
580,12,1965/66,Hannover 96,FC Bayern München,3,4
581,12,1965/66,SV Werder Bremen,Tasmania Berlin,5,0
582,12,1965/66,Meidericher SV,Borussia Mönchengladbach,3,2
583,12,1965/66,Eintracht Frankfurt,Eintracht Braunschweig,4,1
584,12,1965/66,1.FC Kaiserslautern,Hamburger SV,2,1
585,12,1965/66,1. FC Köln,Karlsruher SC,2,0
586,12,1965/66,TSV 1860 München,Borussia Neunkirchen,4,1
587,12,1965/66,FC Schalke 04,1. FC Nürnberg,1,0
588,12,1965/66,VfB Stuttgart,Borussia Dortmund,1,1
589,13,1965/66,Borussia Mönchengladbach,1. FC Köln,2,3
590,13,1965/66,Borussia Neunkirchen,Eintracht Frankfurt,1,6
591,13,1965/66,Tasmania Berlin,TSV 1860 München,0,5
592,13,1965/66,Eintracht Braunschweig,FC Schalke 04,3,0
593,13,1965/66,Borussia Dortmund,Meidericher SV,1,1
594,13,1965/66,Hamburger SV,VfB Stuttgart,4,1
595,13,1965/66,Karlsruher SC,SV Werder Bremen,3,2
596,13,1965/66,FC Bayern München,1.FC Kaiserslautern,3,0
597,13,1965/66,1. FC Nürnberg,Hannover 96,2,1
598,14,1965/66,Eintracht Braunschweig,Borussia Neunkirchen,1,2
599,14,1965/66,SV Werder Bremen,Borussia Mönchengladbach,2,0
600,14,1965/66,Meidericher SV,Hamburger SV,3,1
601,14,1965/66,Eintracht Frankfurt,Tasmania Berlin,4,0
602,14,1965/66,1.FC Kaiserslautern,1. FC Nürnberg,0,0
603,14,1965/66,1. FC Köln,Borussia Dortmund,1,2
604,14,1965/66,TSV 1860 München,Karlsruher SC,2,0
605,14,1965/66,FC Schalke 04,Hannover 96,1,0
606,14,1965/66,VfB Stuttgart,FC Bayern München,0,1
607,15,1965/66,Hannover 96,1.FC Kaiserslautern,4,0
608,15,1965/66,Borussia Neunkirchen,FC Schalke 04,1,0
609,15,1965/66,Borussia Dortmund,SV Werder Bremen,2,1
610,15,1965/66,Hamburger SV,1. FC Köln,2,2
611,15,1965/66,Karlsruher SC,Eintracht Frankfurt,4,0
612,15,1965/66,FC Bayern München,Meidericher SV,3,0
613,15,1965/66,1. FC Nürnberg,VfB Stuttgart,1,1
614,15,1965/66,Borussia Mönchengladbach,TSV 1860 München,1,1
615,15,1965/66,Tasmania Berlin,Eintracht Braunschweig,0,2
616,16,1965/66,Borussia Neunkirchen,Tasmania Berlin,3,1
617,16,1965/66,Eintracht Braunschweig,Karlsruher SC,2,0
618,16,1965/66,SV Werder Bremen,Hamburger SV,2,0
619,16,1965/66,Eintracht Frankfurt,Borussia Mönchengladbach,3,1
620,16,1965/66,1. FC Köln,FC Bayern München,6,1
621,16,1965/66,TSV 1860 München,Borussia Dortmund,2,1
622,16,1965/66,FC Schalke 04,1.FC Kaiserslautern,2,1
623,16,1965/66,VfB Stuttgart,Hannover 96,4,2
624,16,1965/66,Meidericher SV,1. FC Nürnberg,1,2
625,17,1965/66,Tasmania Berlin,FC Schalke 04,1,2
626,17,1965/66,Hamburger SV,TSV 1860 München,1,2
627,17,1965/66,Hannover 96,Meidericher SV,0,3
628,17,1965/66,1.FC Kaiserslautern,VfB Stuttgart,1,2
629,17,1965/66,Karlsruher SC,Borussia Neunkirchen,1,1
630,17,1965/66,Borussia Mönchengladbach,Eintracht Braunschweig,1,0
631,17,1965/66,FC Bayern München,SV Werder Bremen,3,1
632,17,1965/66,1. FC Nürnberg,1. FC Köln,2,0
633,17,1965/66,Borussia Dortmund,Eintracht Frankfurt,3,0
634,18,1965/66,Borussia Mönchengladbach,Borussia Neunkirchen,4,1
635,18,1965/66,Borussia Dortmund,Eintracht Braunschweig,1,1
636,18,1965/66,Hamburger SV,Eintracht Frankfurt,0,1
637,18,1965/66,Hannover 96,1. FC Köln,1,1
638,18,1965/66,1.FC Kaiserslautern,Meidericher SV,1,0
639,18,1965/66,Karlsruher SC,Tasmania Berlin,3,0
640,18,1965/66,FC Bayern München,TSV 1860 München,3,0
641,18,1965/66,1. FC Nürnberg,SV Werder Bremen,2,1
642,18,1965/66,FC Schalke 04,VfB Stuttgart,2,0
643,19,1965/66,Tasmania Berlin,Borussia Mönchengladbach,0,0
644,19,1965/66,Borussia Neunkirchen,Borussia Dortmund,1,3
645,19,1965/66,Eintracht Braunschweig,Hamburger SV,1,4
646,19,1965/66,SV Werder Bremen,Hannover 96,3,3
647,19,1965/66,Meidericher SV,VfB Stuttgart,5,2
648,19,1965/66,Eintracht Frankfurt,FC Bayern München,0,0
649,19,1965/66,Karlsruher SC,FC Schalke 04,1,0
650,19,1965/66,1. FC Köln,1.FC Kaiserslautern,3,2
651,19,1965/66,TSV 1860 München,1. FC Nürnberg,1,1
652,20,1965/66,Borussia Dortmund,Tasmania Berlin,3,1
653,20,1965/66,Hamburger SV,Borussia Neunkirchen,3,0
654,20,1965/66,Hannover 96,TSV 1860 München,0,1
655,20,1965/66,1.FC Kaiserslautern,SV Werder Bremen,2,3
656,20,1965/66,Borussia Mönchengladbach,Karlsruher SC,1,1
657,20,1965/66,FC Bayern München,Eintracht Braunschweig,2,2
658,20,1965/66,1. FC Nürnberg,Eintracht Frankfurt,0,0
659,20,1965/66,FC Schalke 04,Meidericher SV,0,0
660,20,1965/66,VfB Stuttgart,1. FC Köln,0,1
661,21,1965/66,Tasmania Berlin,Hamburger SV,0,4
662,21,1965/66,Borussia Mönchengladbach,FC Schalke 04,2,0
663,21,1965/66,Borussia Neunkirchen,FC Bayern München,0,4
664,21,1965/66,Eintracht Braunschweig,1. FC Nürnberg,3,0
665,21,1965/66,SV Werder Bremen,VfB Stuttgart,3,1
666,21,1965/66,Eintracht Frankfurt,Hannover 96,0,1
667,21,1965/66,Karlsruher SC,Borussia Dortmund,0,0
668,21,1965/66,1. FC Köln,Meidericher SV,1,1
669,21,1965/66,TSV 1860 München,1.FC Kaiserslautern,4,2
670,22,1965/66,Borussia Dortmund,Borussia Mönchengladbach,3,1
671,22,1965/66,Meidericher SV,SV Werder Bremen,1,2
672,22,1965/66,Hamburger SV,Karlsruher SC,8,0
673,22,1965/66,1.FC Kaiserslautern,Eintracht Frankfurt,5,2
674,22,1965/66,FC Bayern München,Tasmania Berlin,2,1
675,22,1965/66,1. FC Nürnberg,Borussia Neunkirchen,3,1
676,22,1965/66,FC Schalke 04,1. FC Köln,0,0
677,22,1965/66,VfB Stuttgart,TSV 1860 München,0,0
678,22,1965/66,Hannover 96,Eintracht Braunschweig,1,1
679,23,1965/66,Tasmania Berlin,1. FC Nürnberg,0,1
680,23,1965/66,Eintracht Braunschweig,1.FC Kaiserslautern,1,1
681,23,1965/66,SV Werder Bremen,1. FC Köln,2,1
682,23,1965/66,Borussia Dortmund,FC Schalke 04,7,0
683,23,1965/66,Eintracht Frankfurt,VfB Stuttgart,3,2
684,23,1965/66,Karlsruher SC,FC Bayern München,1,0
685,23,1965/66,Borussia Mönchengladbach,Hamburger SV,0,0
686,23,1965/66,TSV 1860 München,Meidericher SV,3,3
687,23,1965/66,Borussia Neunkirchen,Hannover 96,1,0
688,24,1965/66,Meidericher SV,Eintracht Frankfurt,0,0
689,24,1965/66,Hamburger SV,Borussia Dortmund,1,1
690,24,1965/66,Hannover 96,Tasmania Berlin,5,0
691,24,1965/66,1.FC Kaiserslautern,Borussia Neunkirchen,0,0
692,24,1965/66,1. FC Köln,TSV 1860 München,3,1
693,24,1965/66,FC Bayern München,Borussia Mönchengladbach,5,2
694,24,1965/66,1. FC Nürnberg,Karlsruher SC,3,0
695,24,1965/66,FC Schalke 04,SV Werder Bremen,1,6
696,24,1965/66,VfB Stuttgart,Eintracht Braunschweig,0,1
697,25,1965/66,Tasmania Berlin,1.FC Kaiserslautern,1,1
698,25,1965/66,Eintracht Braunschweig,Meidericher SV,1,0
699,25,1965/66,Borussia Dortmund,FC Bayern München,3,0
700,25,1965/66,Eintracht Frankfurt,1. FC Köln,0,0
701,25,1965/66,Hamburger SV,FC Schalke 04,1,1
702,25,1965/66,Karlsruher SC,Hannover 96,1,0
703,25,1965/66,Borussia Mönchengladbach,1. FC Nürnberg,8,3
704,25,1965/66,TSV 1860 München,SV Werder Bremen,3,1
705,25,1965/66,Borussia Neunkirchen,VfB Stuttgart,1,2
706,26,1965/66,SV Werder Bremen,Eintracht Frankfurt,3,2
707,26,1965/66,Meidericher SV,Borussia Neunkirchen,1,0
708,26,1965/66,Hannover 96,Borussia Mönchengladbach,2,1
709,26,1965/66,1.FC Kaiserslautern,Karlsruher SC,1,0
710,26,1965/66,1. FC Köln,Eintracht Braunschweig,3,0
711,26,1965/66,FC Bayern München,Hamburger SV,3,0
712,26,1965/66,1. FC Nürnberg,Borussia Dortmund,0,0
713,26,1965/66,FC Schalke 04,TSV 1860 München,0,2
714,26,1965/66,VfB Stuttgart,Tasmania Berlin,2,0
715,27,1965/66,Tasmania Berlin,Meidericher SV,0,9
716,27,1965/66,Eintracht Braunschweig,SV Werder Bremen,1,0
717,27,1965/66,Borussia Dortmund,Hannover 96,4,0
718,27,1965/66,Eintracht Frankfurt,TSV 1860 München,5,2
719,27,1965/66,Hamburger SV,1. FC Nürnberg,0,2
720,27,1965/66,Karlsruher SC,VfB Stuttgart,3,0
721,27,1965/66,Borussia Mönchengladbach,1.FC Kaiserslautern,2,0
722,27,1965/66,FC Bayern München,FC Schalke 04,1,0
723,27,1965/66,Borussia Neunkirchen,1. FC Köln,2,1
724,28,1965/66,SV Werder Bremen,Borussia Neunkirchen,5,2
725,28,1965/66,Meidericher SV,Karlsruher SC,8,2
726,28,1965/66,Hannover 96,Hamburger SV,0,0
727,28,1965/66,1.FC Kaiserslautern,Borussia Dortmund,0,0
728,28,1965/66,1. FC Köln,Tasmania Berlin,4,0
729,28,1965/66,TSV 1860 München,Eintracht Braunschweig,1,1
730,28,1965/66,1. FC Nürnberg,FC Bayern München,2,2
731,28,1965/66,FC Schalke 04,Eintracht Frankfurt,3,2
732,28,1965/66,VfB Stuttgart,Borussia Mönchengladbach,5,0
733,29,1965/66,Tasmania Berlin,SV Werder Bremen,1,1
734,29,1965/66,Borussia Dortmund,VfB Stuttgart,4,0
735,29,1965/66,Hamburger SV,1.FC Kaiserslautern,4,1
736,29,1965/66,Karlsruher SC,1. FC Köln,2,1
737,29,1965/66,Borussia Mönchengladbach,Meidericher SV,1,2
738,29,1965/66,FC Bayern München,Hannover 96,3,1
739,29,1965/66,Borussia Neunkirchen,TSV 1860 München,1,9
740,29,1965/66,1. FC Nürnberg,FC Schalke 04,1,0
741,29,1965/66,Eintracht Braunschweig,Eintracht Frankfurt,2,2
742,30,1965/66,SV Werder Bremen,Karlsruher SC,3,1
743,30,1965/66,Meidericher SV,Borussia Dortmund,2,1
744,30,1965/66,Eintracht Frankfurt,Borussia Neunkirchen,1,2
745,30,1965/66,Hannover 96,1. FC Nürnberg,2,2
746,30,1965/66,1.FC Kaiserslautern,FC Bayern München,1,2
747,30,1965/66,1. FC Köln,Borussia Mönchengladbach,2,2
748,30,1965/66,TSV 1860 München,Tasmania Berlin,4,0
749,30,1965/66,FC Schalke 04,Eintracht Braunschweig,1,1
750,30,1965/66,VfB Stuttgart,Hamburger SV,1,3
751,31,1965/66,Tasmania Berlin,Eintracht Frankfurt,0,3
752,31,1965/66,Borussia Dortmund,1. FC Köln,3,2
753,31,1965/66,Hamburger SV,Meidericher SV,2,0
754,31,1965/66,Hannover 96,FC Schalke 04,0,3
755,31,1965/66,Karlsruher SC,TSV 1860 München,1,1
756,31,1965/66,Borussia Mönchengladbach,SV Werder Bremen,0,7
757,31,1965/66,FC Bayern München,VfB Stuttgart,0,1
758,31,1965/66,Borussia Neunkirchen,Eintracht Braunschweig,1,0
759,31,1965/66,1. FC Nürnberg,1.FC Kaiserslautern,1,1
760,32,1965/66,1.FC Kaiserslautern,Hannover 96,1,1
761,32,1965/66,Eintracht Braunschweig,Tasmania Berlin,3,1
762,32,1965/66,SV Werder Bremen,Borussia Dortmund,1,0
763,32,1965/66,Meidericher SV,FC Bayern München,1,1
764,32,1965/66,Eintracht Frankfurt,Karlsruher SC,1,0
765,32,1965/66,1. FC Köln,Hamburger SV,5,1
766,32,1965/66,TSV 1860 München,Borussia Mönchengladbach,3,3
767,32,1965/66,FC Schalke 04,Borussia Neunkirchen,2,0
768,32,1965/66,VfB Stuttgart,1. FC Nürnberg,1,0
769,33,1965/66,Tasmania Berlin,Borussia Neunkirchen,2,1
770,33,1965/66,Borussia Dortmund,TSV 1860 München,0,2
771,33,1965/66,Hamburger SV,SV Werder Bremen,1,3
772,33,1965/66,Hannover 96,VfB Stuttgart,4,2
773,33,1965/66,1.FC Kaiserslautern,FC Schalke 04,3,2
774,33,1965/66,Karlsruher SC,Eintracht Braunschweig,1,4
775,33,1965/66,Borussia Mönchengladbach,Eintracht Frankfurt,1,2
776,33,1965/66,FC Bayern München,1. FC Köln,1,4
777,33,1965/66,1. FC Nürnberg,Meidericher SV,4,1
778,34,1965/66,Eintracht Braunschweig,Borussia Mönchengladbach,1,1
779,34,1965/66,SV Werder Bremen,FC Bayern München,1,1
780,34,1965/66,Meidericher SV,Hannover 96,2,2
781,34,1965/66,Eintracht Frankfurt,Borussia Dortmund,4,1
782,34,1965/66,1. FC Köln,1. FC Nürnberg,2,1
783,34,1965/66,TSV 1860 München,Hamburger SV,1,1
784,34,1965/66,Borussia Neunkirchen,Karlsruher SC,1,0
785,34,1965/66,FC Schalke 04,Tasmania Berlin,4,0
786,34,1965/66,VfB Stuttgart,1.FC Kaiserslautern,4,1
787,1,1966/67,Eintracht Braunschweig,SV Werder Bremen,2,0
788,1,1966/67,Borussia Dortmund,Fortuna Düsseldorf,1,2
789,1,1966/67,MSV Duisburg,Rot Weiss Essen,2,0
790,1,1966/67,Hamburger SV,Hannover 96,2,1
791,1,1966/67,1.FC Kaiserslautern,Karlsruher SC,3,1
792,1,1966/67,1. FC Köln,TSV 1860 München,2,0
793,1,1966/67,FC Bayern München,Eintracht Frankfurt,1,2
794,1,1966/67,FC Schalke 04,Borussia Mönchengladbach,0,0
795,1,1966/67,VfB Stuttgart,1. FC Nürnberg,1,0
796,2,1966/67,SV Werder Bremen,VfB Stuttgart,1,2
797,2,1966/67,Fortuna Düsseldorf,FC Bayern München,0,0
798,2,1966/67,Rot Weiss Essen,FC Schalke 04,4,1
799,2,1966/67,Eintracht Frankfurt,1. FC Köln,4,0
800,2,1966/67,Hannover 96,Borussia Dortmund,2,0
801,2,1966/67,Karlsruher SC,Hamburger SV,1,1
802,2,1966/67,Borussia Mönchengladbach,1.FC Kaiserslautern,1,1
803,2,1966/67,TSV 1860 München,Eintracht Braunschweig,2,1
804,2,1966/67,1. FC Nürnberg,MSV Duisburg,3,1
805,3,1966/67,Eintracht Braunschweig,1. FC Köln,1,0
806,3,1966/67,Borussia Dortmund,Karlsruher SC,2,1
807,3,1966/67,MSV Duisburg,SV Werder Bremen,1,0
808,3,1966/67,Fortuna Düsseldorf,Eintracht Frankfurt,2,4
809,3,1966/67,Hamburger SV,Borussia Mönchengladbach,2,0
810,3,1966/67,1.FC Kaiserslautern,Rot Weiss Essen,5,2
811,3,1966/67,FC Bayern München,Hannover 96,0,0
812,3,1966/67,FC Schalke 04,1. FC Nürnberg,1,0
813,3,1966/67,VfB Stuttgart,TSV 1860 München,2,0
814,4,1966/67,Eintracht Frankfurt,Eintracht Braunschweig,0,1
815,4,1966/67,SV Werder Bremen,FC Schalke 04,2,1
816,4,1966/67,Rot Weiss Essen,Hamburger SV,1,1
817,4,1966/67,Hannover 96,Fortuna Düsseldorf,0,2
818,4,1966/67,Karlsruher SC,FC Bayern München,1,6
819,4,1966/67,1. FC Köln,VfB Stuttgart,3,1
820,4,1966/67,Borussia Mönchengladbach,Borussia Dortmund,4,0
821,4,1966/67,TSV 1860 München,MSV Duisburg,3,3
822,4,1966/67,1. FC Nürnberg,1.FC Kaiserslautern,1,2
823,5,1966/67,Borussia Dortmund,Rot Weiss Essen,0,0
824,5,1966/67,MSV Duisburg,1. FC Köln,1,0
825,5,1966/67,Fortuna Düsseldorf,Karlsruher SC,1,0
826,5,1966/67,Hamburger SV,1. FC Nürnberg,0,1
827,5,1966/67,Hannover 96,Eintracht Frankfurt,2,1
828,5,1966/67,1.FC Kaiserslautern,SV Werder Bremen,2,0
829,5,1966/67,FC Bayern München,Borussia Mönchengladbach,4,3
830,5,1966/67,FC Schalke 04,TSV 1860 München,1,0
831,5,1966/67,VfB Stuttgart,Eintracht Braunschweig,1,2
832,6,1966/67,Eintracht Braunschweig,MSV Duisburg,0,0
833,6,1966/67,SV Werder Bremen,Hamburger SV,5,1
834,6,1966/67,Rot Weiss Essen,FC Bayern München,3,1
835,6,1966/67,Eintracht Frankfurt,VfB Stuttgart,4,0
836,6,1966/67,Karlsruher SC,Hannover 96,0,0
837,6,1966/67,1. FC Köln,FC Schalke 04,2,1
838,6,1966/67,Borussia Mönchengladbach,Fortuna Düsseldorf,3,1
839,6,1966/67,TSV 1860 München,1.FC Kaiserslautern,3,0
840,6,1966/67,1. FC Nürnberg,Borussia Dortmund,2,0
841,7,1966/67,Borussia Dortmund,SV Werder Bremen,2,0
842,7,1966/67,MSV Duisburg,VfB Stuttgart,0,0
843,7,1966/67,Fortuna Düsseldorf,Rot Weiss Essen,2,0
844,7,1966/67,Hamburger SV,TSV 1860 München,3,2
845,7,1966/67,Hannover 96,Borussia Mönchengladbach,1,1
846,7,1966/67,1.FC Kaiserslautern,1. FC Köln,0,0
847,7,1966/67,Karlsruher SC,Eintracht Frankfurt,3,2
848,7,1966/67,FC Bayern München,1. FC Nürnberg,0,1
849,7,1966/67,FC Schalke 04,Eintracht Braunschweig,0,0
850,8,1966/67,Eintracht Braunschweig,1.FC Kaiserslautern,2,0
851,8,1966/67,SV Werder Bremen,FC Bayern München,4,1
852,8,1966/67,Rot Weiss Essen,Hannover 96,3,0
